"Mês","DATA.MOV.","DATA.VALOR","DESCRIÇÃO","IMPORTÂNCIA","SALDO.CONTABILÍSTICO","CENTRO.DE.CUSTO","RUBRICA"
"9",2022-09-01,2022-09-01,"SP-00026322892 SECURITAS DIREC",-56,9941.51,"INSTALAÇÕES","ATIVIDADES DIVERSAS"
"9",2022-09-03,2022-09-03,"COMPRA   LEROY MERLIN SINTRA",-22.45,9919.06,"INSTALAÇÕES","JARDIM"
"9",2022-09-05,2022-09-05,"COMPRA   KEBABISH",-23.89,9895.17,"ATIVIDADES DIVERSAS","ENCARGOS COM COLABORADORES"
"9",2022-09-07,2022-09-07,"SP-10367661    MAFEP MATERIAL",-29.52,9865.65,"INSTALAÇÕES","INSTALAÇÕES"
"9",2022-09-07,2022-09-07,"SP-00531446107 VODAFONE PORTUG",-53.71,9811.94,"INSTALAÇÕES","INSTALAÇÕES"
"9",2022-09-08,2022-09-08,"TR-IPS-BDLS HSP, UNIPESSOAL LD",750,10561.94,"INSTALAÇÕES","RENDA"
"9",2022-09-12,2022-09-12,"COMPRA   LEROY MERLIN",-31.85,10530.09,"INSTALAÇÕES","MANUTENÇÃO / OBRAS"
"9",2022-09-12,2022-09-12,"COMPRA   LEROY MERLIN SINTRA",-32.4,10497.69,"INSTALAÇÕES","EQUIPAMENTOS"
"9",2022-09-12,2022-09-12,"COMPRA   LEROY MERLIN SINTRA",-19.89,10477.8,"INSTALAÇÕES","JARDIM"
"9",2022-09-13,2022-09-13,"SOLUÇÃO ESOCIAL",-4,10473.8,"INSTALAÇÕES","DESP. BANCÁRIAS"
"9",2022-09-13,2022-09-13,"I.S. COM. MAN. CTA PACOTE",-0.16,10473.64,"INSTALAÇÕES","DESP. BANCÁRIAS"
"9",2022-09-14,2022-09-14,"COMPRA   LEFTIES",-25.99,10447.65,"TEATRO UNIÃO","GUARDA ROUPA"
"9",2022-09-15,2022-09-15,"TRF.IPS P/ RICARDO PEREIRA",-95,10352.65,"INSTALAÇÕES","MATERIAL ESCRITÓRIO"
"9",2022-09-15,2022-09-15,"TRF.IPS P/ RICARDO PEREIRA",-10,10342.65,"TEATRO UNIÃO","CENÁRIO"
"9",2022-09-15,2022-09-15,"TRF.IPS P/ RICARDO PEREIRA",-10,10332.65,"TEATRO UNIÃO","CENÁRIO"
"9",2022-09-15,2022-09-15,"TRF.IPS P/ RICARDO PEREIRA",-25,10307.65,"INSTALAÇÕES","ARTIGOS DECORATIVOS"
"9",2022-09-15,2022-09-15,"TRF.IPS P/ RICARDO PEREIRA",-25,10282.65,"TEATRO UNIÃO","CENÁRIO"
"9",2022-09-19,2022-09-19,"SP-50076845118 ENDESA ENERGIA",-51.21,10231.44,"INSTALAÇÕES","CONSUMO ELECTRICIDADE"
"9",2022-09-19,2022-09-19,"SP-50076845506 ENDESA ENERGIA",-11.7,10219.74,"INSTALAÇÕES","CONSUMO ELECTRICIDADE"
"9",2022-09-19,2022-09-19,"COMPRA   ASSOCIACAO HUMANA",-15,10204.74,"TEATRO UNIÃO","GUARDA ROUPA"
"9",2022-09-19,2022-09-19,"COMPRA   FABULA ELEGANTE LDA",-12.24,10192.5,"ATIVIDADES DIVERSAS","COMPRAS"
"9",2022-09-25,2022-09-25,"TRF.IPS P/ RICARDO PEREIRA",-66.6,10125.9,"JARDIM","GUARDA ROUPA"
"9",2022-09-25,2022-09-25,"TRF.IPS P/ VASCO PEREIRA",-170,9955.9,"ENCARGOS COM COLABORADORES","EQUIPAMENTOS"
"9",2022-09-25,2022-09-25,"PAG.SERV. 11802 894293784",-11.5,9944.4,"INSTALAÇÕES","MATERIAL ESCRITÓRIO"
"9",2022-09-26,2022-09-26,"COMPRA   LEROY MERLIN SINTRA",-189.34,9755.06,"INSTALAÇÕES","MANUTENÇÃO / OBRAS"
"9",2022-09-27,2022-09-27,"SP-96611566046 Servicos Munici",-22.11,9732.95,"INSTALAÇÕES","CONSUMO ÁGUA (SMAS)"
"9",2022-09-27,2022-09-27,"COMPRA   ALCANCE MANEIRA UNIP",-55.56,9677.39,"MANUTENÇÃO / OBRAS","GUARDA ROUPA"
